,公司統一編號,公司名稱,分公司統一編號,分公司名稱,分公司地址,分公司狀態,分公司核准設立日期,分公司最後核准變更日期
0,16740494,全聯實業股份有限公司,16741228,台北北投分公司,臺北市北投路２段１１號地下１樓,1,0870908,0900409
3,16740494,全聯實業股份有限公司,16741254,彰化鹿港分公司,彰化縣鹿港鎮復興路210號,1,0870908,0970220
4,16740494,全聯實業股份有限公司,16741260,花蓮國聯分公司,花蓮縣花蓮市國聯二路110號,1,0870908,1070615
5,16740494,全聯實業股份有限公司,16741276,花蓮玉里分公司,花蓮縣玉里鎮和平路92號,1,0870908,1031001
7,16740494,全聯實業股份有限公司,16741297,豐原成功分公司,臺中市豐原區成功路198號,1,0870908,1090309
8,16740494,全聯實業股份有限公司,16741304,台中大智分公司,臺中市東區大智路３５０巷２號１樓,1,0870908,0920912
9,16740494,全聯實業股份有限公司,16741310,霧峰民生分公司,臺中市霧峰區民生路75號1樓,1,0870908,1100510
11,16740494,全聯實業股份有限公司,16741331,台中沙鹿分公司,臺中市沙鹿區大同街119-1號1樓,1,0870908,1040420
13,16740494,全聯實業股份有限公司,16741352,新營復興分公司,臺南市新營區復興路150-3號1樓,1,0870908,1031223
14,16740494,全聯實業股份有限公司,16741368,台南麻豆分公司,臺南市麻豆區大埕里博愛路7號,1,0870908,1090407
15,16740494,全聯實業股份有限公司,16741374,基隆七堵分公司,基隆市七堵區南興路106號,1,0870908,1070702
17,16740494,全聯實業股份有限公司,16741395,台北內湖分公司,臺北市內湖區港墘路127巷10號地下1層,1,0870908,1090214
19,16740494,全聯實業股份有限公司,16834345,花蓮光復分公司,花蓮縣光復鄉中山路2段299-1、299-2號1樓,1,0880122,1040706
20,16740494,全聯實業股份有限公司,16834350,台中大墩分公司,臺中市西屯區臺灣大道二段799號,1,0880122,1031117
21,16740494,全聯實業股份有限公司,16834366,沙鹿中山分公司,臺中市沙鹿區鹿寮里中山路434號1樓,1,0880122,1071108
22,16740494,全聯實業股份有限公司,16834372,雲林斗六分公司,雲林縣斗六市林頭里莊敬路43號,1,0880122,1080709
23,16740494,全聯實業股份有限公司,16834387,雲林虎尾分公司,雲林縣虎尾鎮光復路503-8號1樓,1,0880122,1070516
27,16740494,全聯實業股份有限公司,16836532,嘉義吳鳳分公司,嘉義市東區吳鳳南路529號1樓,1,0880212,1051223
28,16740494,全聯實業股份有限公司,16836548,鳳山光復分公司,高雄市鳳山區光復路107號,1,0880212,1081015
30,16740494,全聯實業股份有限公司,16841922,蘆洲民族分公司,新北市蘆洲區水湳街７４號１、２樓,1,0880426,1050504
31,16740494,全聯實業股份有限公司,16846813,台南歸仁分公司,臺南市歸仁區新厝村6鄰復興路87號1樓,1,0880622,1070323
32,16740494,全聯實業股份有限公司,16846829,台北吉林分公司,臺北市中山區吉林路213、215、217、219號1樓,1,0880622,1080110
33,16740494,全聯實業股份有限公司,16849608,台北縣北新分公司,新北市新店區北新路2段252號地下1層,1,0880716,1050930
34,16740494,全聯實業股份有限公司,24789225,學甲華宗分公司,臺南市學甲區華宗路501號,1,1040331,       
35,16740494,全聯實業股份有限公司,24789251,楊梅瑞溪分公司,桃園市楊梅區瑞溪路2段161、163號,1,1040410,1090213
36,16740494,全聯實業股份有限公司,24789750,沙鹿屏西分公司,臺中市沙鹿區鎮南路2段46號,1,1040410,1050309
37,16740494,全聯實業股份有限公司,24789822,高雄中泰分公司,高雄市楠梓區右昌街543號,1,1040413,1080610
38,16740494,全聯實業股份有限公司,24790118,高雄鼎中分公司,高雄市三民區鼎中路668號1樓、2樓,1,1040417,1040722
39,16740494,全聯實業股份有限公司,24790567,南投國姓分公司,南投縣國姓鄉石門村中興路72號及成功街23號,1,1040428,1050721
40,16740494,全聯實業股份有限公司,24790623,永康中山南分公司,臺南市永康區中山南路451號,1,1040429,1090513
41,16740494,全聯實業股份有限公司,24790784,台南夏林分公司,臺南市南區夏林路71號,1,1040430,       
43,16740494,全聯實業股份有限公司,24791101,新竹南寮分公司,新竹市北區南寮里西濱路1段448號,1,1040507,1090513
44,16740494,全聯實業股份有限公司,24792170,新莊幸福分公司,新北市新莊區幸福路501、503號,1,1040522,1081111
45,16740494,全聯實業股份有限公司,24792930,新竹武陵分公司,新竹市北區武陵路157-1號,1,1040604,1080812
46,16740494,全聯實業股份有限公司,24793017,民雄大學分公司,嘉義縣民雄鄉大學路3段218、220、222號,1,1040611,1090615
47,16740494,全聯實業股份有限公司,24793136,屏東萬巒分公司,屏東縣萬巒鄉萬巒村褒忠路229-1號,1,1040610,1070621
49,16740494,全聯實業股份有限公司,24793728,頭份中華分公司,苗栗縣頭份市中華路818號,1,1040616,1091006
50,16740494,全聯實業股份有限公司,24793760,仁德中清分公司,臺南市仁德區中清路167、169號,1,1040617,1050314
51,16740494,全聯實業股份有限公司,24793902,中和民德分公司,新北市中和區民德路187號地下1層,1,1040618,       
52,16740494,全聯實業股份有限公司,24794347,台中石岡分公司,臺中市石岡區豐勢路883、885號,1,1040713,1070529
53,16740494,全聯實業股份有限公司,24794640,基隆樂利分公司,基隆市安樂區樂利三街146、148號,1,1040713,1040925
54,16740494,全聯實業股份有限公司,24794971,大里新芳分公司,臺中市大里區新芳路1號,1,1040713,1070315
55,16740494,全聯實業股份有限公司,24795079,湖口民富分公司,新竹縣湖口鄉鳳凰村民富街26號,1,1040713,1090713
56,16740494,全聯實業股份有限公司,24795248,雲林口湖分公司,雲林縣口湖鄉湖東村中正路1段187號,1,1040717,1060615
57,16740494,全聯實業股份有限公司,24795269,鳳山頂豐分公司,高雄市鳳山區頂豐街21、23、25、27號,1,1040721,       
58,16740494,全聯實業股份有限公司,24795401,旗津中洲分公司,高雄市旗津區中洲二路179-11號,1,1040722,1081206
60,16740494,全聯實業股份有限公司,24795710,中山松江分公司,臺北市中山區松江路318號,1,1040729,1051123
61,16740494,全聯實業股份有限公司,24795818,新竹自由分公司,新竹市東區自由路95巷38弄1號,1,1040730,1090513
62,16740494,全聯實業股份有限公司,24795845,龍潭中豐分公司,桃園市龍潭區中豐路293、295、297、299、301、303號,1,1040731,1060208
63,16740494,全聯實業股份有限公司,24795970,金門金湖分公司,金門縣金湖鎮新湖里塔后147、149號,1,1040804,1070427
64,16740494,全聯實業股份有限公司,24796078,苑裡世界分公司,苗栗縣苑裡鎮世界路1段91-13號,1,1040806,1100505
65,16740494,全聯實業股份有限公司,24796491,板橋莒光分公司,新北市板橋區莒光路217號地下1樓及227號地下1樓,1,1040813,1090103
66,16740494,全聯實業股份有限公司,24797421,嘉義梅山分公司,嘉義縣梅山鄉梅北村中山路332-5號,1,1040826,1090214
67,16740494,全聯實業股份有限公司,24797436,茄萣仁愛分公司,高雄市茄萣區仁愛路2段167號,1,1040826,1080708
68,16740494,全聯實業股份有限公司,24797484,中壢後興分公司,桃園市中壢區後興路1段168號,1,1040827,       
69,16740494,全聯實業股份有限公司,24797626,台中河南分公司,臺中市西屯區河南路4段26號,1,1040901,       
70,16740494,全聯實業股份有限公司,24798619,台南關廟分公司,臺南市關廟區南雄路1段1001號,1,1040917,       
71,16740494,全聯實業股份有限公司,24798688,三峽北大分公司,新北市樹林區學勤路209、211號,1,1040918,       
72,16740494,全聯實業股份有限公司,24798929,內湖德安分公司,臺北市內湖區成功路4段30巷40號地下,1,1040922,1060802
73,16740494,全聯實業股份有限公司,24799954,台中龍門分公司,臺中市西屯區潮洋里黎明路2段866號,1,1041014,1090513
75,16740494,全聯實業股份有限公司,24800642,台中青海分公司,臺中市西屯區河南路2段466號,1,1041026,1050301
76,16740494,全聯實業股份有限公司,24800761,台中國安分公司,臺中市西屯區國安一路128號,1,1041027,1060218
77,16740494,全聯實業股份有限公司,24801017,平鎮環南分公司,桃園市平鎮區環南路3段67、69、71、73號,1,1041030,1070613
78,16740494,全聯實業股份有限公司,24801190,新竹關東分公司,新竹市東區光復路1段250號,1,1041103,1091006
79,16740494,全聯實業股份有限公司,24801473,蘆竹光明分公司,桃園市蘆竹區福昌里3鄰南福街102號,1,1041106,       
80,16740494,全聯實業股份有限公司,24801585,台中東光分公司,臺中市北區東光路346、348號,1,1041110,       
81,16740494,全聯實業股份有限公司,24801699,嘉義博愛分公司,嘉義市西區博愛路1段261號,1,1041111,1081113
82,16740494,全聯實業股份有限公司,24801754,板橋板新分公司,新北市板橋區中山路1段252號、254號、256號、258號、260號,1,1041113,1050318
83,16740494,全聯實業股份有限公司,24801804,旗山中華分公司,高雄市旗山區中華路31、33號,1,1041113,1060126
84,16740494,全聯實業股份有限公司,24801852,台南灣裡分公司,臺南市南區興南街200號,1,1041113,1070615
85,16740494,全聯實業股份有限公司,24801874,高雄光武分公司,高雄市三民區九如一路278號,1,1041113,1060406
86,16740494,全聯實業股份有限公司,24801924,永安捷運分公司,新北市永和區中和路489號地下1樓,1,1041113,1041125
87,16740494,全聯實業股份有限公司,24801993,新竹大庄分公司,新竹市香山區香北路58號,1,1041116,       
88,16740494,全聯實業股份有限公司,24802254,關山和平分公司,臺東縣關山鎮和平路1-20號、1-21號、1-22號,1,1041120,1090511
89,16740494,全聯實業股份有限公司,24802472,泰山全興分公司,新北市泰山區全興路101號,1,1041124,1050518
90,16740494,全聯實業股份有限公司,24802613,潮州光復分公司,屏東縣潮州鎮光復路179號,1,1041126,1080507
91,16740494,全聯實業股份有限公司,24802634,台南明興分公司,臺南市南區明興路53、55、57號,1,1041126,       
92,16740494,全聯實業股份有限公司,24802727,花蓮壽豐分公司,花蓮縣壽豐鄉壽山路33、35號,1,1041130,1070611
93,16740494,全聯實業股份有限公司,24802748,林口麗都分公司,新北市林口區文化二路1段106、108號,1,1041130,1070802
94,16740494,全聯實業股份有限公司,24802846,基隆百三分公司,基隆市七堵區百三街107號1樓,1,1041201,       
95,16740494,全聯實業股份有限公司,24802851,彰化埤頭分公司,彰化縣埤頭鄉合興村斗苑西路179號,1,1041201,1050125
96,16740494,全聯實業股份有限公司,24803520,花蓮美崙分公司,花蓮縣花蓮市中美路113-6、113-7、113-8號,1,1041210,       
97,16740494,全聯實業股份有限公司,24803606,文山福興分公司,臺北市文山區福興路62號,1,1041214,       
98,16740494,全聯實業股份有限公司,24803710,竹北隘口分公司,新竹縣竹北市隘口六街57號,1,1041215,1050930
99,16740494,全聯實業股份有限公司,24804507,土城立仁分公司,新北市土城區立仁街42號地下1層,1,1041229,1081108
100,16740494,全聯實業股份有限公司,24804669,神岡中正分公司,臺中市神岡區中正路21號,1,1050104,1051220
101,16740494,全聯實業股份有限公司,24804767,三重捷運分公司,新北市三重區捷運路39、41號,1,1050104,1060802
102,16740494,全聯實業股份有限公司,24804990,台中三民分公司,臺中市中區三民路2段140號,1,1050115,1050504
103,16740494,全聯實業股份有限公司,24805040,苗栗銅鑼分公司,苗栗縣銅鑼鄉大同路51、53號,1,1050111,1051216
104,16740494,全聯實業股份有限公司,24805225,新莊中原分公司,新北市新莊區中原東路192、196號1~2樓,1,1050112,1080531
106,16740494,全聯實業股份有限公司,24805371,新莊中榮分公司,新北市新莊區中港路526、528號,1,1050114,1081112
107,16740494,全聯實業股份有限公司,24805386,台中太原分公司,臺中市北屯區太原路3段191之1號,1,1050114,1090416
108,16740494,全聯實業股份有限公司,24805392,中正牯嶺分公司,臺北市中正區板溪里和平西路1段52、54號,1,1050114,1070314
109,16740494,全聯實業股份有限公司,24805409,卓蘭昭永分公司,苗栗縣卓蘭鎮昭永路1號,1,1050114,1070529
110,16740494,全聯實業股份有限公司,24805415,新店中正分公司,新北市新店區中正路189巷2-1號,1,1050114,1081206
111,16740494,全聯實業股份有限公司,24805421,內湖南湖分公司,臺北市內湖區安湖里東湖路33巷19號地下一層,1,1050115,1050512
113,16740494,全聯實業股份有限公司,24805506,文山辛亥分公司,臺北市文山區興業里興隆路2段252號,1,1050115,1070803
115,16740494,全聯實業股份有限公司,24805528,大安樂利分公司,臺北市大安區樂利路89、91號,1,1050115,1060807
116,16740494,全聯實業股份有限公司,24805533,新莊豐年分公司,新北市新莊區豐年街21號,1,1050115,1050518
117,16740494,全聯實業股份有限公司,24805549,樹林樹德分公司,新北市樹林區樹德街35號,1,1050115,1061225
118,16740494,全聯實業股份有限公司,24805554,台中健行分公司,臺中市北區健行路447號,1,1050115,1090213
119,16740494,全聯實業股份有限公司,24805560,中和中正分公司,新北市中和區中正路80號,1,1050115,1090306
120,16740494,全聯實業股份有限公司,24805576,新店惠國分公司,新北市新店區中正路12、12-1、12-2號及12號地下層,1,1050115,1090416
121,16740494,全聯實業股份有限公司,24805581,大安居安分公司,臺北市大安區安和路2段88號,1,1050115,1090804
122,16740494,全聯實業股份有限公司,24805597,北投行義分公司,臺北市北投區永欣里行義路10巷2號,1,1050115,1050601
123,16740494,全聯實業股份有限公司,24805604,台中豐后分公司,臺中市豐原區三豐路二段8號,1,1050115,1090309
124,16740494,全聯實業股份有限公司,24805610,中山德惠分公司,臺北市中山區新喜里吉林路413號1、2樓,1,1050115,1051025
125,16740494,全聯實業股份有限公司,24805652,永和警光分公司,新北市永和區竹林路168號地下1層、地下1層之1、地下1層之2,1,1050115,1100412
127,16740494,全聯實業股份有限公司,24805674,虎尾中正分公司,雲林縣虎尾鎮林森路2段23號,1,1050115,1050624
128,16740494,全聯實業股份有限公司,24805689,信義莊敬分公司,臺北市信義區莊敬路325巷58號,1,1050115,1070427
130,16740494,全聯實業股份有限公司,24805702,松山三民分公司,臺北市松山區富泰里三民路108號地下,1,1050115,1091230
131,16740494,全聯實業股份有限公司,24805739,天母天玉分公司,臺北市士林區天玉里天母西路3號地下,1,1050115,1060808
132,16740494,全聯實業股份有限公司,24805745,蘆洲民權分公司,新北市蘆洲區民族路31號,1,1050115,1070529
133,16740494,全聯實業股份有限公司,24805822,台中三和分公司,臺中市南屯區黎明路2段68、70號,1,1050118,1100201
135,16740494,全聯實業股份有限公司,24805843,新莊建中分公司,新北市新莊區建中街62號1樓,1,1050118,1070621
136,16740494,全聯實業股份有限公司,24805885,台中仁和分公司,臺中市南區國光路198號,1,1050118,1050718
137,16740494,全聯實業股份有限公司,24805891,大安泰順分公司,臺北市大安區泰順街45號,1,1050118,1090407
138,16740494,全聯實業股份有限公司,24805908,中山晴光分公司,臺北市中山區晴光里林森北路575-1、575-3、575-4、575-6、575-7、575-8、575-9號,1,1050119,1090408
139,16740494,全聯實業股份有限公司,24805914,台中水湳分公司,臺中市北屯區中清路2段392、398、406號,1,1050119,1091106
140,16740494,全聯實業股份有限公司,24805920,亞東捷運分公司,新北市板橋區南雅南路2段122-23號1樓,1,1050119,1100413
141,16740494,全聯實業股份有限公司,24805983,中山長春分公司,臺北市中山區長春路258巷6號,1,1050120,       
142,16740494,全聯實業股份有限公司,24805999,台中東海分公司,臺中市龍井區新興路87號,1,1050120,1100505
143,16740494,全聯實業股份有限公司,24806006,新埔捷運分公司,新北市板橋區文化路1段360號地下1層之31、32,1,1050120,1050711
144,16740494,全聯實業股份有限公司,24806131,長治潭頭分公司,屏東縣長治鄉新潭村潭頭路86號,1,1050125,1080211
145,16740494,全聯實業股份有限公司,24806287,台中大鵬分公司,臺中市西屯區大鵬路107號,1,1050127,       
146,16740494,全聯實業股份有限公司,24806391,信義松隆分公司,臺北市信義區松隆路125號,1,1050130,1050602
147,16740494,全聯實業股份有限公司,24806420,內湖葫洲分公司,臺北市內湖區民權東路6段296巷20號,1,1050205,1071107
148,16740494,全聯實業股份有限公司,24806462,宜蘭校舍分公司,宜蘭縣宜蘭市新東里校舍路116號,1,1050130,       
149,16740494,全聯實業股份有限公司,24806792,中和宜安分公司,新北市中和區安平路109號,1,1050202,1050608
150,16740494,全聯實業股份有限公司,24806879,台中西屯分公司,臺中市西屯區西屯路3段157之1號,1,1050219,1100308
151,16740494,全聯實業股份有限公司,24806913,花蓮太昌分公司,花蓮縣花蓮市建國路2段262、266號,1,1050204,1070611
152,16740494,全聯實業股份有限公司,24807125,斗六文化分公司,雲林縣斗六市文化路65號,1,1050215,1090306
153,16740494,全聯實業股份有限公司,24807146,美村綠分公司,臺中市西區五權五街68號,1,1050216,       
154,16740494,全聯實業股份有限公司,24807167,高雄正義分公司,高雄市苓雅區正義路248號,1,1050216,1060406
155,16740494,全聯實業股份有限公司,24807217,鳳山武營分公司,高雄市鳳山區武營路236號,1,1050217,1100308
157,16740494,全聯實業股份有限公司,24807618,北投吉利分公司,臺北市北投區吉利街125號1樓,1,1050224,       
158,16740494,全聯實業股份有限公司,24807624,高雄大昌二分公司,高雄市三民區大昌二路146號,1,1050223,1080531
160,16740494,全聯實業股份有限公司,24807791,大園和平分公司,桃園市大園區和平東路65號,1,1050226,1090615
161,16740494,全聯實業股份有限公司,24808692,高雄大樹分公司,高雄市大樹區新鎮路850、858、866號,1,1050316,       
162,16740494,全聯實業股份有限公司,24808829,大甲民生分公司,臺中市大甲區民生路13號1樓,1,1050318,1050617
164,16740494,全聯實業股份有限公司,24809209,嘉義中埔分公司,嘉義縣中埔鄉和美村司公廍73-1、73-2、73-3、73-4號,1,1050328,1070122
165,16740494,全聯實業股份有限公司,24809236,淡水沙崙分公司,新北市淡水區大庄里沙崙路50號,1,1050328,1100414
166,16740494,全聯實業股份有限公司,24809257,台中松五分公司,臺中市北屯區松竹五路180、182、186號,1,1050328,       
167,16740494,全聯實業股份有限公司,24809453,林口復興分公司,桃園市龜山區文化里復興一路8號B1,1,1050331,1090407
168,16740494,全聯實業股份有限公司,24809469,中正南海分公司,臺北市中正區永昌里南海路102號地下室,1,1050331,1051214
169,16740494,全聯實業股份有限公司,24809593,台南育安分公司,臺南市安南區育安街116、120號,1,1050406,1051109
170,16740494,全聯實業股份有限公司,24809828,內湖文德分公司,臺北市內湖區文德路212號地下1層,1,1050412,1050721
171,16740494,全聯實業股份有限公司,24809926,鳳山經武分公司,高雄市鳳山區經武路375、377號,1,1050414,1090610
172,16740494,全聯實業股份有限公司,24810070,松山民有分公司,臺北市松山區民權東路3段140巷15號,1,1050627,1070314
173,16740494,全聯實業股份有限公司,24810108,大安民榮分公司,臺北市大安區仁愛路3段24巷12號,1,1050628,1070314
174,16740494,全聯實業股份有限公司,24810698,士林蘭雅分公司,臺北市士林區蘭雅里德行東路109巷104號,1,1050713,1090309
175,16740494,全聯實業股份有限公司,24810769,員集分公司,彰化縣員林市中央里員集路2段269、271號,1,1050718,1070207
176,16740494,全聯實業股份有限公司,24810796,永靖中山分公司,彰化縣永靖鄉港西村永社路291號,1,1050714,1051025
177,16740494,全聯實業股份有限公司,24810846,中正同安分公司,臺北市中正區板溪里南昌路2段112號地下1樓,1,1050715,1090713
178,16740494,全聯實業股份有限公司,24811161,竹南公義分公司,苗栗縣竹南鎮大埔里公義路1146號,1,1050725,1051212
179,16740494,全聯實業股份有限公司,24811649,文山景美分公司,臺北市文山區景慶里羅斯福路6段218號地下1層,1,1050801,1080508
180,16740494,全聯實業股份有限公司,24811731,魚池分公司,南投縣魚池鄉魚池村魚池街539號,1,1050802,1070326
183,16740494,全聯實業股份有限公司,24812696,台中豐樂分公司,臺中市南屯區豐樂里文心南三路690、692號,1,1070830,1080311
184,16740494,全聯實業股份有限公司,24812725,平鎮貿五分公司,桃園市平鎮區貿易里貿五路12、18號,1,1070831,       
185,16740494,全聯實業股份有限公司,24812730,澎湖民權分公司,澎湖縣馬公市啟明里民權路51號,1,1070903,       
186,16740494,全聯實業股份有限公司,24812788,西螺福來分公司,雲林縣西螺鎮中興里中山路500號,1,1070904,1080510
187,16740494,全聯實業股份有限公司,24812794,基隆孝東分公司,基隆市信義區孝深里孝東路92號、96號、92號地下一層之1、92號地下一層之2,1,1070904,1080325
188,16740494,全聯實業股份有限公司,24812823,左營自由二分公司,高雄市左營區新上里自由二路325-1號,1,1070905,       
189,16740494,全聯實業股份有限公司,24812838,中和景德分公司,新北市中和區秀峰里景德街7號、9號一樓,1,1070905,1080211
190,16740494,全聯實業股份有限公司,24812870,台南永華分公司,臺南市安平區國平里華平路271、273、275、277號,1,1070906,       
191,16740494,全聯實業股份有限公司,24812886,岡山岡燕分公司,高雄市岡山區程香里岡燕路338號,1,1070906,1100308
192,16740494,全聯實業股份有限公司,24812892,鳳山保南分公司,高雄市鳳山區保安里保南二路207、209號,1,1070906,1080211
193,16740494,全聯實業股份有限公司,24812921,八德麻園分公司,桃園市八德區大華里介壽路2段333、335、339號,1,1070911,1080211
194,16740494,全聯實業股份有限公司,24813386,澎湖百麗分公司,澎湖縣馬公市東文里新店路398號,1,1071001,1090306
195,16740494,全聯實業股份有限公司,24813484,平鎮祥安分公司,桃園市平鎮區湧安里祥安街1號,1,1071003,1090416
196,16740494,全聯實業股份有限公司,24813549,天母中山北分公司,臺北市士林區天山里中山北路7段154巷6號1、2樓,1,1071005,1100308
198,16740494,全聯實業股份有限公司,24813604,內湖網球場分公司,臺北市內湖區寶湖里民權東路6段208號2樓,1,1071005,1080201
199,16740494,全聯實業股份有限公司,24814054,八德永豐分公司,桃園市八德區高明里永豐路560、562、564號,1,1071025,1081206
200,16740494,全聯實業股份有限公司,24814224,內埔昭勝分公司,屏東縣內埔鄉龍潭村24鄰昭勝路410號、412號,1,1071101,       
201,16740494,全聯實業股份有限公司,24814239,桃園福元分公司,桃園市桃園區忠義里大業路1段136號,1,1071101,       
202,16740494,全聯實業股份有限公司,24814266,基隆麥金分公司,基隆市安樂區麥金路201號地下1層之2、之3、之5,1,1071102,       
203,16740494,全聯實業股份有限公司,24814364,台中永春東分公司,臺中市南屯區大興里永春東路148、150、152、156、158號,1,1071105,1090214
204,16740494,全聯實業股份有限公司,24814370,豐原向陽分公司,臺中市豐原區中陽里向陽路126、130號及130號地下樓之1、之2,1,1071105,       
205,16740494,全聯實業股份有限公司,24814505,新竹延平分公司,新竹市北區客雅里延平路1段214巷10、12號,1,1071107,       
206,16740494,全聯實業股份有限公司,24814527,永康中華西分公司,臺南市永康區安康里中華路735、737、739號,1,1071107,       
207,16740494,全聯實業股份有限公司,24814532,士林芝山分公司,臺北市士林區忠誠里忠誠路一段56號1樓,1,1071107,1090615
208,16740494,全聯實業股份有限公司,24814580,永靖新興分公司,彰化縣永靖鄉瑚璉村新興路53號,1,1071108,       
209,16740494,全聯實業股份有限公司,24814815,鼓山新疆分公司,高雄市鼓山區忠正里新疆路91號,1,1071120,1080201
210,16740494,全聯實業股份有限公司,24815292,大里爽文分公司,臺中市大里區永隆里爽文路879號,1,1071204,       
211,16740494,全聯實業股份有限公司,24815342,八德興豐分公司,桃園市八德區興仁里興豐路392、396、398號,1,1071206,       
212,16740494,全聯實業股份有限公司,24815531,中和華夏分公司,新北市中和區工專路28、30號1樓,1,1071210,       
213,16740494,全聯實業股份有限公司,24815618,松山健康分公司,臺北市松山區自強里健康路243號地下一層,1,1071210,1080129
214,16740494,全聯實業股份有限公司,24816237,鼓山美術南分公司,高雄市鼓山區龍水里美術南三路231、233號,1,1080103,       
215,16740494,全聯實業股份有限公司,24816476,左營文康分公司,高雄市左營區新光里文康路85號,1,1080110,1080603
216,16740494,全聯實業股份有限公司,24816807,數位服務分公司,臺北市中山區金泰里敬業四路33號8樓,1,1080306,1091006
217,16740494,全聯實業股份有限公司,24816855,新店中央分公司,新北市新店區中央里中央五街60號,1,1080307,       
218,16740494,全聯實業股份有限公司,24817019,土城中州分公司,新北市土城區頂福里中州路28巷30號1樓及2樓,1,1080311,       
219,16740494,全聯實業股份有限公司,24817334,湖口中山分公司,新竹縣湖口鄉中正村中山路一段726、728號、溪南二街53號,1,1080322,       
220,16740494,全聯實業股份有限公司,24817377,芎林文德分公司,新竹縣芎林鄉芎林村文德路38、40號,1,1080325,1080812
221,16740494,全聯實業股份有限公司,24817469,中和安邦分公司,新北市中和區連城里安邦街18號,1,1080326,       
222,16740494,全聯實業股份有限公司,24817833,新竹關新西分公司,新竹市東區關新里關新西街163、165號,1,1080409,       
223,16740494,全聯實業股份有限公司,24817849,竹北莊敬南分公司,新竹縣竹北市鹿場里莊敬南路125、127、129、131號,1,1080410,1090214
224,16740494,全聯實業股份有限公司,24817952,林口仁愛分公司,新北市林口區仁愛路2段196之1、196之2、198、198之1、198之2、198之3,1,1080412,1091006
226,16740494,全聯實業股份有限公司,27320435,台北縣泰山分公司,新北市泰山區明志路３段８７號１樓,1,0930517,0990416
228,16740494,全聯實業股份有限公司,27326753,台南永成分公司,臺南市南區永成路3段523號,1,0930603,1070323
229,16740494,全聯實業股份有限公司,27327704,善化中正分公司,臺南市善化區中正路419號1樓,1,0930607,0991102
230,16740494,全聯實業股份有限公司,27328485,台北和德分公司,臺北市萬華區西園路２段２１７號１樓,1,0930609,1020327
231,16740494,全聯實業股份有限公司,27334803,羅東倉前分公司,宜蘭縣羅東鎮公正里倉前路49號1樓,1,0930628,1100308
232,16740494,全聯實業股份有限公司,27338174,台中東平分公司,臺中市太平區東平里東平路499號1樓,1,0930707,1070518
233,16740494,全聯實業股份有限公司,27340039,屏東東港分公司,屏東縣東港鎮東興里10鄰長春一路80號1樓,1,0930712,0991013
235,16740494,全聯實業股份有限公司,27352132,台北縣大觀分公司,新北市板橋區大觀路3段236號地下一層,1,0930813,1051006
236,16740494,全聯實業股份有限公司,27360077,台北縣三重分公司,新北市三重區光明里重安街70號2樓,1,0970625,1050506
237,16740494,全聯實業股份有限公司,27360132,宜蘭復興分公司,宜蘭縣宜蘭市復興路2段36號1樓,1,0930909,1031210
238,16740494,全聯實業股份有限公司,27364138,松山中崙分公司,臺北市松山區吉仁里八德路３段１０６巷１號１樓,1,0930921,1100312
239,16740494,全聯實業股份有限公司,27364257,鵬程分公司,臺北市松山區健康路399號1樓,1,0930921,1011119
241,16740494,全聯實業股份有限公司,27546031,中和南華分公司,新北市中和區南山里南華路27號地下1層,1,0931223,1080325
243,16740494,全聯實業股份有限公司,27550610,基隆信義分公司,基隆市信義區義六路5之1號底層,1,0940105,1080514
244,16740494,全聯實業股份有限公司,27561623,華山分公司,臺北市中正區忠孝東路一段86號1樓,1,0940214,1090214
246,16740494,全聯實業股份有限公司,27724627,台中潭陽分公司,臺中市潭子區潭子街１段３１巷６４號１樓,1,0940510,1011011
247,16740494,全聯實業股份有限公司,27727878,基隆中正分公司,基隆市中正區中正路389號、389-1~389-7號,1,0940518,1030123
248,16740494,全聯實業股份有限公司,27730748,台南金華分公司,臺南市南區金華路2段85號1樓,1,0940526,1080327
250,16740494,全聯實業股份有限公司,27737340,花蓮建國分公司,花蓮縣吉安鄉建國路１段１１９之３號１樓,1,0940614,       
252,16740494,全聯實業股份有限公司,27744314,南投北門分公司,南投縣埔里鎮自強路８０號１樓,1,0940704,       
253,16740494,全聯實業股份有限公司,27746360,宜蘭冬山分公司,宜蘭縣冬山鄉冬山路1段837號1樓,1,0940708,0971106
254,16740494,全聯實業股份有限公司,27746376,土城裕民分公司,新北市土城區裕民路１１６號地下一樓,1,0940708,       
255,16740494,全聯實業股份有限公司,27746447,台北縣金城分公司,新北市土城區金城路3段12號地下1層之1,1,0940708,1070628
256,16740494,全聯實業股份有限公司,27923148,大武崙分公司,基隆市安樂區基金一路１３５巷２１弄２－２號１樓,1,0940812,0991220
258,16740494,全聯實業股份有限公司,27923169,台北龍山分公司,臺北市萬華區廣州街263號1樓,1,0940812,1060811
259,16740494,全聯實業股份有限公司,27923484,基隆光華分公司,基隆市仁愛區成功一路133巷1號地下1層,1,0940818,1071005
260,16740494,全聯實業股份有限公司,27923652,平鎮南豐分公司,桃園市平鎮區湧光里南豐路55號1樓,1,0940823,1090615
261,16740494,全聯實業股份有限公司,27923983,台中十甲分公司,臺中市東區十甲路４５２號１樓,1,0940829,0950206
263,16740494,全聯實業股份有限公司,27925005,三興分公司,臺北市信義區吳興街156巷6號1、2樓,1,0940915,0950809
265,16740494,全聯實業股份有限公司,27925997,高雄右昌分公司,高雄市楠梓區德民路838號1樓,1,0940930,1060406
