,公司統一編號,公司名稱,分公司統一編號,分公司名稱,分公司地址,分公司狀態,分公司核准設立日期,分公司最後核准變更日期
583,16740494,全聯實業股份有限公司,29181846,淡水學府分公司,新北市淡水區學府路126號地下1層,1,0990910,1100412
585,16740494,全聯實業股份有限公司,29181894,信義嘉興分公司,臺北市信義區基隆路2段22號地下1層,1,0990910,1090513
586,16740494,全聯實業股份有限公司,43003273,中壢廣州分公司,桃園市中壢區信義里廣州路90號,1,1050418,       
587,16740494,全聯實業股份有限公司,43029702,台中軍太分公司,臺中市北屯區水景里軍功路1段183、185號,1,1050425,       
589,16740494,全聯實業股份有限公司,43112407,永康中華分公司,臺南市永康區六合里中華路575號,1,1050517,1090306
590,16740494,全聯實業股份有限公司,43117402,屏東新埤分公司,屏東縣新埤鄉新埤村9鄰中正路7、9號,1,1050518,1051025
591,16740494,全聯實業股份有限公司,43143078,平鎮育達分公司,桃園市平鎮區義興里環南路237號,1,1050530,       
592,16740494,全聯實業股份有限公司,43162807,嘉義忠孝北分公司,嘉義市東區荖藤里忠孝北街231、233號,1,1050606,1090713
593,16740494,全聯實業股份有限公司,43167471,屏東南州分公司,屏東縣南州鄉溪南村13鄰人和路1-2、1-3號,1,1050608,1051025
594,16740494,全聯實業股份有限公司,43182803,台南自由分公司,臺南市東區復興里自由路3段376號,1,1050608,1080201
595,16740494,全聯實業股份有限公司,43200921,新竹西大分公司,新竹市北區新民里西大路594號,1,1050621,1090513
596,16740494,全聯實業股份有限公司,43220601,麻豆興中分公司,臺南市麻豆區東角里興中路248之21號,1,1050624,       
597,16740494,全聯實業股份有限公司,43275204,水上柳林分公司,嘉義縣水上鄉柳鄉村柳子林109-21號,1,1050829,1051128
598,16740494,全聯實業股份有限公司,51008271,清水五權分公司,臺中市清水區橋頭里民享路80號,1,1050830,1051221
599,16740494,全聯實業股份有限公司,51013302,西港新興分公司,臺南市西港區慶安里新興街8之78號,1,1050907,1080605
600,16740494,全聯實業股份有限公司,51015126,鳳山鳳甲分公司,高雄市鳳山區南和一路47號,1,1050922,1061031
601,16740494,全聯實業股份有限公司,51015152,關廟南雄分公司,臺南市關廟區山西里南雄路2段417、421號,1,1050910,       
602,16740494,全聯實業股份有限公司,51015370,台中博二分公司,臺中市西區民龍里博館二街123、125號,1,1050913,1080201
603,16740494,全聯實業股份有限公司,51017068,台中新民分公司,臺中市北區金龍里健行路37號,1,1050919,1070531
604,16740494,全聯實業股份有限公司,51051001,高雄藍昌分公司,高雄市楠梓區藍昌路417號,1,1051003,       
605,16740494,全聯實業股份有限公司,51078867,鳳山誠德分公司,高雄市鳳山區誠德街133號,1,1051011,       
606,16740494,全聯實業股份有限公司,51081217,蘆竹南竹分公司,桃園市蘆竹區南竹路2段171、171-1號,1,1051014,1080109
607,16740494,全聯實業股份有限公司,51135403,麥寮橋頭分公司,雲林縣麥寮鄉橋頭村橋頭160號,1,1051028,       
608,16740494,全聯實業股份有限公司,51153302,雲林東勢分公司,雲林縣東勢鄉東北村內環東路2、6號,1,1051101,1060728
609,16740494,全聯實業股份有限公司,51158572,新竹龍山分公司,新竹市東區龍山里龍山西路100號,1,1051107,1061226
610,16740494,全聯實業股份有限公司,51160205,新竹牛埔分公司,新竹市香山區牛埔里牛埔東路247號1樓,1,1051110,1080110
611,16740494,全聯實業股份有限公司,51160492,太平新興分公司,臺中市太平區新興里新興路115、117號1樓,1,1051109,1090513
612,16740494,全聯實業股份有限公司,51160774,士林後港分公司,臺北市士林區承德里後港街30號地下1樓,1,1051109,       
613,16740494,全聯實業股份有限公司,51161062,田中新福分公司,彰化縣田中鎮北路里福安路285號及新福路29巷29號,1,1051111,       
614,16740494,全聯實業股份有限公司,51161133,鳳山國泰分公司,高雄市鳳山區國泰路1段2、6號,1,1051110,1080508
615,16740494,全聯實業股份有限公司,51162652,內埔永光分公司,屏東縣內埔鄉內田村永光路3號,1,1051111,1061116
616,16740494,全聯實業股份有限公司,51164639,柳營中山分公司,臺南市柳營區東昇里中山西路1段165、171號,1,1051116,1090311
617,16740494,全聯實業股份有限公司,51164997,台南安富分公司,臺南市安南區安富里安富街346號,1,1051117,       
618,16740494,全聯實業股份有限公司,51176109,宜蘭嵐峰分公司,宜蘭縣宜蘭市擺厘里嵐峰路1段52號,1,1051123,       
619,16740494,全聯實業股份有限公司,51202205,永康富強分公司,臺南市永康區西勢里富強路1段108、110號,1,1051129,1090309
620,16740494,全聯實業股份有限公司,51231004,仁武八德分公司,高雄市仁武區八德中路52、56、58、60號,1,1051209,       
621,16740494,全聯實業股份有限公司,51235304,三芝中興分公司,新北市三芝區中興街2段71號,1,1051215,       
622,16740494,全聯實業股份有限公司,51238533,小港山明分公司,高雄市小港區山明路112、116、118號,1,1051221,       
623,16740494,全聯實業股份有限公司,51283826,梧棲文昌分公司,臺中市梧棲區大村里文昌路501號,1,1051229,       
624,16740494,全聯實業股份有限公司,51284450,關西北平分公司,新竹縣關西鎮北斗里北平路463、465號,1,1051230,       
625,16740494,全聯實業股份有限公司,51308404,士林中正分公司,臺北市士林區福林里中正路115號,1,1060112,1080808
626,16740494,全聯實業股份有限公司,51318228,中和南山分公司,新北市中和區南山路146巷1號1樓,1,1060203,1090309
627,16740494,全聯實業股份有限公司,51319970,竹南龍山分公司,苗栗縣竹南鎮龍鳳里4鄰龍山路1段260、262號,1,1060214,1070716
628,16740494,全聯實業股份有限公司,51320245,台東更生分公司,臺東縣臺東市南榮里3鄰更生路1051號,1,1060214,       
629,16740494,全聯實業股份有限公司,51322200,高雄美明分公司,高雄市鼓山區龍水里美明路116號1樓及118號1樓,1,1060223,1060811
630,16740494,全聯實業股份有限公司,51323279,台中四平分公司,臺中市北屯區四民里四平路523、525號,1,1060302,1091203
631,16740494,全聯實業股份有限公司,51324565,雲林四湖分公司,雲林縣四湖鄉四湖村關聖路66號,1,1060309,1070516
632,16740494,全聯實業股份有限公司,51330222,埔心東明分公司,彰化縣埔心鄉瓦中村員林大道7段133號,1,1060406,1090407
633,16740494,全聯實業股份有限公司,51330721,竹北自強分公司,新竹縣竹北市鹿場里自強五路60號,1,1060407,1090309
634,16740494,全聯實業股份有限公司,51330975,台南民權分公司,臺南市中西區西賢里民權路四段350、352號,1,1060410,       
635,16740494,全聯實業股份有限公司,51332002,中壢領航分公司,桃園市中壢區芝芭里領航南路1段218號,1,1060412,1100504
637,16740494,全聯實業股份有限公司,51405709,官田中山分公司,臺南市官田區隆田里中山路1段135號,1,1060511,       
638,16740494,全聯實業股份有限公司,51428506,集集民生分公司,南投縣集集鎮八張里民生路9-21、9-22號,1,1060523,1100505
639,16740494,全聯實業股份有限公司,51439383,南投名間分公司,南投縣名間鄉中正村彰南路46號,1,1060526,       
640,16740494,全聯實業股份有限公司,51440396,大社金龍分公司,高雄市大社區金龍路338、340號,1,1060526,       
641,16740494,全聯實業股份有限公司,51441711,平鎮上海分公司,桃園市平鎮區金星里上海路250號,1,1060608,1090409
642,16740494,全聯實業股份有限公司,51441971,土庫馬光分公司,雲林縣土庫鎮南平里和平街18號、18-1號,1,1060609,1080325
643,16740494,全聯實業股份有限公司,51442922,楊梅梅獅分公司,桃園市楊梅區瑞塘里梅獅路2段25、27號,1,1060615,1090407
644,16740494,全聯實業股份有限公司,51450823,台中福星分公司,臺中市西屯區西平里福星北路60號,1,1060728,1061109
645,16740494,全聯實業股份有限公司,51451800,草屯中正分公司,南投縣草屯鎮富寮里中正路557-19-5號,1,1060727,1070621
646,16740494,全聯實業股份有限公司,51464100,楠梓土庫分公司,高雄市楠梓區清豐里土庫三路55、57號,1,1060906,1070426
647,16740494,全聯實業股份有限公司,51479309,竹北中華分公司,新竹縣竹北市泰和里中華路535號,1,1060811,1061225
648,16740494,全聯實業股份有限公司,51523305,台中大坑分公司,臺中市北屯區和平里東山路1段346號,1,1060913,       
649,16740494,全聯實業股份有限公司,51525325,湖內保生分公司,高雄市湖內區葉厝里保生路169號,1,1060912,1080617
650,16740494,全聯實業股份有限公司,51527230,後龍中華分公司,苗栗縣後龍鎮北龍里中華路55-6、55-7號,1,1060918,       
651,16740494,全聯實業股份有限公司,51534106,岡山公園西分公司,高雄市岡山區前峯里公園西路3段83號,1,1061006,1070312
652,16740494,全聯實業股份有限公司,51550800,豐原大順分公司,臺中市豐原區北湳里大順街121、123號,1,1061025,1090408
653,16740494,全聯實業股份有限公司,51567915,八德東勇分公司,桃園市八德區大勇里東勇北路566、568號,1,1061113,1070702
654,16740494,全聯實業股份有限公司,51570600,龍潭三林分公司,桃園市龍潭區富林里中正路三林段298號,1,1061121,       
655,16740494,全聯實業股份有限公司,51572065,鹿港長安分公司,彰化縣鹿港鎮頂厝里長安路200、202號,1,1061127,1061207
656,16740494,全聯實業股份有限公司,51595118,員林浮圳分公司,彰化縣員林市三和里浮圳路2段135號,1,1061208,       
657,16740494,全聯實業股份有限公司,51617963,鼓山明誠分公司,高雄市鼓山區龍子里明誠三路463號,1,1061215,1090309
658,16740494,全聯實業股份有限公司,51618914,中壢普忠分公司,桃園市中壢區仁美里普忠路1168號,1,1061225,       
659,16740494,全聯實業股份有限公司,51619667,觀音中山分公司,桃園市觀音區大同里中山路2段891、893號,1,1061225,1090713
660,16740494,全聯實業股份有限公司,51621072,林口信義分公司,新北市林口區湖南里文化三路2段175、177號,1,1061227,1080211
661,16740494,全聯實業股份有限公司,51622950,新莊輔大分公司,新北市新莊區營盤里中正路510號1樓,1,1070105,1091006
662,16740494,全聯實業股份有限公司,51623347,桃園中埔分公司,桃園市桃園區寶慶里中埔二街158、160號,1,1070108,1091006
663,16740494,全聯實業股份有限公司,51624704,三民金獅湖分公司,高雄市三民區鼎中里鼎力路15、17、19、21號,1,1070116,       
665,16740494,全聯實業股份有限公司,51628151,淡水淡金分公司,新北市淡水區竿蓁里淡金路8-1號1樓,1,1070129,1080325
666,16740494,全聯實業股份有限公司,51655902,新化忠孝分公司,臺南市新化區協興里忠孝路198-7及202號,1,1070226,1070308
667,16740494,全聯實業股份有限公司,51656000,竹山集山分公司,南投縣竹山鎮延祥里集山路3段227、229號,1,1070226,1090416
668,16740494,全聯實業股份有限公司,51685808,台南裕忠分公司,臺南市東區關聖里裕忠路107號,1,1070314,1090213
669,16740494,全聯實業股份有限公司,51696208,大園華興分公司,桃園市大園區田心里華興路22、26、28、30、32、36號,1,1070321,1080110
670,16740494,全聯實業股份有限公司,51702383,大安北師分公司,臺北市大安區群賢里和平東路二段311巷29號,1,1070327,       
671,16740494,全聯實業股份有限公司,51704729,頭城青雲分公司,宜蘭縣頭城鎮武營里青雲路3段298號,1,1070331,1070629
672,16740494,全聯實業股份有限公司,51707887,林口忠孝分公司,新北市林口區南勢里忠孝路32、36號,1,1070417,1091006
673,16740494,全聯實業股份有限公司,51708160,汐止莊敬分公司,新北市汐止區自強里莊敬街130號,1,1070418,       
674,16740494,全聯實業股份有限公司,51710068,信義信安分公司,臺北市信義區黎順里嘉興街245號、247號1樓及245號地下1層,1,1070425,1081015
675,16740494,全聯實業股份有限公司,51710736,台南忠義分公司,臺南市北區三德里忠義路3段85、87號,1,1070426,1070906
676,16740494,全聯實業股份有限公司,51711186,內湖安康分公司,臺北市內湖區東湖里東湖路135號1、2樓,1,1070427,1090309
677,16740494,全聯實業股份有限公司,51711453,前鎮和誠分公司,高雄市前鎮區草衙里和誠街107、117號,1,1070427,       
678,16740494,全聯實業股份有限公司,51711587,文山羅斯福分公司,臺北市文山區景仁里羅斯福路6段142巷11號、11之1號及11之2號,1,1070427,1080508
679,16740494,全聯實業股份有限公司,51733203,湖口和愛分公司,新竹縣湖口鄉愛勢村和愛路32號,1,1070517,       
680,16740494,全聯實業股份有限公司,51754500,竹北自強南分公司,新竹縣竹北市鹿場里自強南路193、197號,1,1070524,1090416
681,16740494,全聯實業股份有限公司,51766800,台南開元分公司,臺南市北區勝安里開元路153號,1,1070530,1080201
682,16740494,全聯實業股份有限公司,51781909,麥寮中山分公司,雲林縣麥寮鄉麥豐村6鄰中山路119-2號,1,1070604,       
683,16740494,全聯實業股份有限公司,51782702,虎尾光復分公司,雲林縣虎尾鎮東仁里28鄰光復路180號,1,1070604,1080325
684,16740494,全聯實業股份有限公司,51800504,豐原大豐分公司,臺中市豐原區社皮里大豐路5段486號,1,1070613,       
685,16740494,全聯實業股份有限公司,51801503,新市復興分公司,臺南市新市區新和里復興路213、215號,1,1070613,       
686,16740494,全聯實業股份有限公司,51803565,梧棲中華分公司,臺中市梧棲區南簡里中華路二段610號,1,1070622,1100510
687,16740494,全聯實業股份有限公司,51803811,台西文化分公司,雲林縣臺西鄉臺西村6鄰文化路230號,1,1070622,1090407
688,16740494,全聯實業股份有限公司,51804109,桃園大業分公司,桃園市桃園區春日里大業路2段51、53號,1,1070622,       
690,16740494,全聯實業股份有限公司,51805070,龜山興華分公司,桃園市龜山區大華里文化三路316號,1,1070627,1081111
691,16740494,全聯實業股份有限公司,51805212,士林德行東分公司,臺北市士林區東山里德行東路331巷35號1樓,1,1070628,       
692,16740494,全聯實業股份有限公司,51807295,基隆海大分公司,基隆市中正區正濱里中正路611號1樓、2樓及底層,1,1070704,1080212
693,16740494,全聯實業股份有限公司,51809358,中和南勢角分公司,新北市中和區景福里捷運路29、31、33、35號,1,1070713,1071108
694,16740494,全聯實業股份有限公司,51809505,蘇澳中山分公司,宜蘭縣蘇澳鎮蘇西里中山路1段157、159號,1,1070713,       
695,16740494,全聯實業股份有限公司,51822303,竹北縣政分公司,新竹縣竹北市文化里縣政二路189號,1,1070718,1090316
696,16740494,全聯實業股份有限公司,51828101,北投文林北分公司,臺北市北投區建民里文林北路116號、94巷5弄1號1樓,1,1070723,1071107
697,16740494,全聯實業股份有限公司,51833408,新豐振興分公司,新竹縣新豐鄉重興村振興街7號,1,1070725,1090804
698,16740494,全聯實業股份有限公司,51834103,三峽中正分公司,新北市三峽區大埔里中正路2段109號、111號,1,1070725,1080326
699,16740494,全聯實業股份有限公司,51836101,板橋僑中分公司,新北市板橋區華中里僑中一街82號之1,1,1070725,1090513
700,16740494,全聯實業股份有限公司,51858300,桃園同德分公司,桃園市桃園區同德里中正路1047號,1,1070802,       
701,16740494,全聯實業股份有限公司,51875336,中山建國北分公司,臺北市中山區朱園里建國北路1段48號,1,1070813,1081112
702,16740494,全聯實業股份有限公司,51931724,永康永華分公司,臺南市永康區西灣里永華路176號,1,1080129,1090513
703,16740494,全聯實業股份有限公司,51932414,汐止大同分公司,新北市汐止區保安里大同路三段190號,1,1080129,1080325
704,16740494,全聯實業股份有限公司,51933878,桃園東國分公司,桃園市桃園區東門里東國街38號1樓之1,1,1080201,       
705,16740494,全聯實業股份有限公司,51934124,台中工學分公司,臺中市南區工學里工學六街130、132、136號,1,1080201,       
706,16740494,全聯實業股份有限公司,51934551,朴子嘉朴分公司,嘉義縣朴子市大葛里嘉朴路西段9號,1,1080201,1080610
707,16740494,全聯實業股份有限公司,51937001,南港研究院分公司,臺北市南港區新富里研究院路1段99號地下1樓之29至34、36、至43、45至76、84至96,1,1080201,       
708,16740494,全聯實業股份有限公司,53000768,太保中興分公司,嘉義縣太保市中興路1段609號,1,0991008,1080812
709,16740494,全聯實業股份有限公司,53001099,新店北宜分公司,新北市新店區北宜路2段82-7、82-28號1樓,1,0991014,1040417
710,16740494,全聯實業股份有限公司,53001366,大雅民生分公司,臺中市大雅區民生路4段72、72-1號,1,0991019,1081112
711,16740494,全聯實業股份有限公司,53001372,楊梅新農分公司,桃園市楊梅區新農街17號1樓,1,0991019,1090416
712,16740494,全聯實業股份有限公司,53001387,新竹南大分公司,新竹市東區南大路421號1樓,1,0991019,1070606
713,16740494,全聯實業股份有限公司,53001491,新莊建國分公司,新北市新莊區建國一路51、53號1樓,1,0991021,1080708
714,16740494,全聯實業股份有限公司,53001801,三重力行分公司,新北市三重區力行路1段54號,1,0991027,       
715,16740494,全聯實業股份有限公司,53001942,高雄榮佑分公司,高雄市左營區榮佑路25號1樓、榮總路183巷36號1樓,1,0991101,1080611
719,16740494,全聯實業股份有限公司,53002267,台南崇德分公司,臺南市東區崇德路154號、156號1樓,1,0991105,       
720,16740494,全聯實業股份有限公司,53002386,高雄明倫分公司,高雄市鼓山區明倫路466號,1,0991109,1080325
721,16740494,全聯實業股份有限公司,53002604,大安芳和分公司,臺北市大安區樂業街87號1樓,1,0991115,       
722,16740494,全聯實業股份有限公司,53002702,士林忠誠分公司,臺北市士林區忠誠路1段177、179號1樓,1,0991116,1091006
723,16740494,全聯實業股份有限公司,53002718,龜山萬壽分公司,桃園市龜山區萬壽路2段923、925號1樓及中和南路40、42號1樓,1,0991118,1050420
724,16740494,全聯實業股份有限公司,53002724,桃園永安分公司,桃園市桃園區永安路355、357、357-1號,1,0991116,1091006
725,16740494,全聯實業股份有限公司,53003370,嘉義軍輝分公司,嘉義市東區軍輝路266號,1,0991129,1060814
726,16740494,全聯實業股份有限公司,53003420,屏東朝昇分公司,屏東縣潮州鎮朝昇東路93號,1,0991129,1000505
727,16740494,全聯實業股份有限公司,53003955,基隆精一分公司,基隆市仁愛區精一路15號1樓,1,0991210,1061016
728,16740494,全聯實業股份有限公司,53005216,花蓮林森分公司,花蓮縣花蓮市林森路69、71號,1,1000103,1050121
729,16740494,全聯實業股份有限公司,53005757,斗南長安分公司,雲林縣斗南鎮長安路1段177、179號1樓,1,1000111,1070613
730,16740494,全聯實業股份有限公司,53006123,台中民權分公司,臺中市西區民權路217巷1、3號1樓,1,1000124,1090615
731,16740494,全聯實業股份有限公司,53006735,台南鹽水分公司,臺南市鹽水區後厝70號,1,1000215,1000629
732,16740494,全聯實業股份有限公司,53007636,嘉義大統分公司,嘉義市西區大統路171號,1,1000308,       
733,16740494,全聯實業股份有限公司,53008494,金門慈湖分公司,金門縣金寧鄉下埔下56-1號1樓,1,1000322,1051221
735,16740494,全聯實業股份有限公司,53008760,三峽學成分公司,新北市三峽區學成路97、99號,1,1000328,1070517
736,16740494,全聯實業股份有限公司,53011033,中山林森分公司,臺北市中山區林森北路561號1樓,1,1000509,1080905
737,16740494,全聯實業股份有限公司,53011060,台中向上分公司,臺中市西區美村路1段298、300、302號1樓,1,1000510,1090610
738,16740494,全聯實業股份有限公司,53011575,北投中和分公司,臺北市北投區中和街49號1樓,1,1000519,1091217
739,16740494,全聯實業股份有限公司,53011863,小港店北分公司,高雄市小港區店北路159號1樓,1,1000524,1070731
740,16740494,全聯實業股份有限公司,53011907,萬華萬大分公司,臺北市萬華區萬大路406號1樓及地下,1,1000524,1090213
741,16740494,全聯實業股份有限公司,53012309,台中南門分公司,臺中市南區台中路520、522號,1,1000531,1030326
742,16740494,全聯實業股份有限公司,53013095,仁武中華分公司,高雄市仁武區中華路190號1樓,1,1000616,1041111
744,16740494,全聯實業股份有限公司,53013150,台南六甲分公司,臺南市六甲區中山路93號、台南市信義街318巷7號,1,1000617,1071001
745,16740494,全聯實業股份有限公司,53013638,三重介壽分公司,新北市三重區龍門路6-1號1樓,1,0941019,1090214
746,16740494,全聯實業股份有限公司,53013784,羅東純精分公司,宜蘭縣羅東鎮純精路2段230號1樓,1,1000705,1030919
747,16740494,全聯實業股份有限公司,53013975,興隆分公司,臺北市文山區興隆路1段53號地下1樓,1,1000705,1040422
748,16740494,全聯實業股份有限公司,53014051,台北縣文聖分公司,新北市板橋區文聖街73號1樓,1,1000707,1090805
749,16740494,全聯實業股份有限公司,53014171,龍井中央分公司,臺中市龍井區中央路3段46號,1,1000711,1090214
750,16740494,全聯實業股份有限公司,53014221,新莊化成分公司,新北市新莊區化成路71號1樓,1,1000712,1080531
752,16740494,全聯實業股份有限公司,53014242,內湖成功分公司,臺北市內湖區大湖山莊街148號1樓及地下1層,1,1000712,1070207
753,16740494,全聯實業股份有限公司,53014257,三峽安溪分公司,新北市三峽區中華路95號1樓,1,1000712,       
754,16740494,全聯實業股份有限公司,53014550,高雄建國分公司,高雄市苓雅區建國一路107號,1,1000714,1090408
755,16740494,全聯實業股份有限公司,53014566,虎尾林森分公司,雲林縣虎尾鎮林森路2段434號,1,1000714,1090317
756,16740494,全聯實業股份有限公司,53014876,蘆洲永樂分公司,新北市蘆洲區永樂街38巷57弄2號地下1層,1,1000720,1100310
757,16740494,全聯實業股份有限公司,53014910,台北東門分公司,臺北市大安區金山南路2段12號地下1樓,1,1000721,1090213
758,16740494,全聯實業股份有限公司,53014947,美濃泰安分公司,高雄市美濃區泰安路172號,1,1000720,1080709
759,16740494,全聯實業股份有限公司,53015896,永和永福分公司,新北市永和區福和路67號、77巷1、3號1樓,1,1000808,1010315
760,16740494,全聯實業股份有限公司,53016543,朴子文化分公司,嘉義縣朴子市文化里文化北路18號,1,1000822,1090513
761,16740494,全聯實業股份有限公司,53016558,嘉義民國分公司,嘉義市東區民國路30號,1,1000822,1080211
762,16740494,全聯實業股份有限公司,53017043,新店碧潭分公司,新北市新店區北新路1段181、183號1樓,1,1000901,       
763,16740494,全聯實業股份有限公司,53018021,鳳山青年分公司,高雄市鳳山區青年路2段261、263號,1,1000922,1081015
764,16740494,全聯實業股份有限公司,53018248,大甲光明分公司,臺中市大甲區光明路12號1樓,1,1000928,1010229
765,16740494,全聯實業股份有限公司,53019942,北投明德分公司,臺北市北投區懷德街3-10號,1,1001102,1030502
766,16740494,全聯實業股份有限公司,53020716,板橋新生分公司,新北市板橋區中正路330-1號1樓,1,1001117,1090103
767,16740494,全聯實業股份有限公司,53021166,台南長榮分公司,臺南市東區長榮路2段180號1樓,1,1001125,       
768,16740494,全聯實業股份有限公司,53021243,台中學士分公司,臺中市北區學士路261號1樓,1,1001128,1010517
769,16740494,全聯實業股份有限公司,53021335,太平勤益分公司,臺中市太平區中山路1段336號1樓,1,1001129,1050513
770,16740494,全聯實業股份有限公司,53021406,新竹食品分公司,新竹市東區南大里食品路305-1號,1,1001130,1100312
772,16740494,全聯實業股份有限公司,53025590,台南仁和分公司,臺南市東區仁和路77-38號,1,1010208,1011227
773,16740494,全聯實業股份有限公司,53026042,汐止中興分公司,新北市汐止區中興路168號地下1樓,1,1010220,       
774,16740494,全聯實業股份有限公司,53026129,蘆竹吉林分公司,桃園市蘆竹區吉林路13號1樓,1,1010221,1070116
775,16740494,全聯實業股份有限公司,53026937,鹽埔維新分公司,屏東縣鹽埔鄉新二村維新路42-5號1樓,1,1010307,1070622
776,16740494,全聯實業股份有限公司,53027062,蘆洲中山分公司,新北市蘆洲區中山一路226、228、230號1樓,1,1010308,1080109
777,16740494,全聯實業股份有限公司,53027458,台中大進分公司,臺中市南屯區大進街490號1樓,1,1010319,1041021
778,16740494,全聯實業股份有限公司,53027464,彰化彰鹿分公司,彰化縣彰化市彰鹿路90號,1,1010319,1100201
779,16740494,全聯實業股份有限公司,53027703,文山景興分公司,臺北市文山區景興路191號地下1樓,1,1010322,1070803
780,16740494,全聯實業股份有限公司,53027719,基隆義二分公司,基隆市中正區信四路11號1樓及底層,1,1010322,1040106
781,16740494,全聯實業股份有限公司,53027823,台南華平分公司,臺南市安平區華平路619號及怡平路410巷116號,1,1010323,1040721
782,16740494,全聯實業股份有限公司,53027859,中和大勇分公司,新北市中和區大勇街78號1樓,1,1010326,1080325
783,16740494,全聯實業股份有限公司,53027963,永和竹林分公司,新北市永和區竹林路73號1樓之1及地下室,1,1010327,1080325
785,16740494,全聯實業股份有限公司,53649293,埔里信義分公司,南投縣埔里鎮信義路217號,1,1010419,1070327
786,16740494,全聯實業股份有限公司,53649569,新竹金山分公司,新竹市東區金山七街20號1樓,1,1010426,1091104
787,16740494,全聯實業股份有限公司,53649961,湖口中正分公司,新竹縣湖口鄉中正路1段192號,1,1010503,1081015
788,16740494,全聯實業股份有限公司,53650087,三重中正北分公司,新北市三重區中正北路70號1樓,1,1010507,1031020
789,16740494,全聯實業股份有限公司,53650158,三峽和平分公司,新北市三峽區和平街65號地下1層之1、之2,1,1010508,1070517
790,16740494,全聯實業股份有限公司,53650208,豐原豐東分公司,臺中市豐原區北陽里豐東路173號,1,1010508,1100505
791,16740494,全聯實業股份有限公司,53651142,鳳山信義分公司,高雄市鳳山區信義街73號,1,1010528,1020611
792,16740494,全聯實業股份有限公司,53651375,和美糖友分公司,彰化縣和美鎮糖友里糖友一街46號,1,1010601,1070315
793,16740494,全聯實業股份有限公司,53651620,新竹忠孝分公司,新竹市東區光復里忠孝路74號1樓,1,1010607,1090513
794,16740494,全聯實業股份有限公司,53651656,竹南中正分公司,苗栗縣竹南鎮中正路96-1號,1,1010608,1050219
795,16740494,全聯實業股份有限公司,53652022,台南崇道分公司,臺南市東區崇道路24號,1,1010618,1060223
796,16740494,全聯實業股份有限公司,53652584,苑裡中山分公司,苗栗縣苑裡鎮中山路320號,1,1010628,1060307
797,16740494,全聯實業股份有限公司,53652661,高雄鳳林分公司,高雄市林園區鳳林路2段37、39號,1,1010702,1090309
798,16740494,全聯實業股份有限公司,53652888,台中民權博館分公司,臺中市北區淡溝里民權路466號,1,1010706,1100308
799,16740494,全聯實業股份有限公司,53654289,台中嶺東分公司,臺中市南屯區文山里嶺東路690、700號,1,1010731,1020401
800,16740494,全聯實業股份有限公司,53655597,屏東永大分公司,屏東縣屏東市永大路71號,1,1010820,1011228
801,16740494,全聯實業股份有限公司,53656717,新埔中正分公司,新竹縣新埔鎮中正路137、139號,1,1010907,1081015
802,16740494,全聯實業股份有限公司,53657336,桃園建國分公司,桃園市桃園區三民路3段518號1樓,1,1010917,1041020
803,16740494,全聯實業股份有限公司,53658052,黎忠分公司,臺北市信義區和平東路3段391巷16號1樓及地下室,1,1011001,1090513
804,16740494,全聯實業股份有限公司,53658790,暖暖分公司,基隆市暖暖區暖暖街246巷166號1樓及地下1樓,1,1011015,       
806,16740494,全聯實業股份有限公司,53659778,萬丹大順分公司,屏東縣萬丹鄉大順路56號,1,1011025,1080325
807,16740494,全聯實業股份有限公司,53659833,台南海安分公司,臺南市北區海安路3段747號及文成路569號,1,1011026,1080605
808,16740494,全聯實業股份有限公司,53660022,三義分公司,苗栗縣三義鄉廣盛村廣盛39-1、39-2號,1,1011101,1090316
810,16740494,全聯實業股份有限公司,53660819,屏東中正分公司,屏東縣屏東市中正路590號,1,1011114,1040331
812,16740494,全聯實業股份有限公司,53661325,岡山壽華分公司,高雄市岡山區壽華路131、133號,1,1011123,1090103
813,16740494,全聯實業股份有限公司,53661346,鳳山青年二店分公司,高雄市鳳山區青年路2段421號,1,1011123,1051118
814,16740494,全聯實業股份有限公司,53663105,鳳山五福分公司,高雄市鳳山區五福二路32號,1,1011227,1090713
815,16740494,全聯實業股份有限公司,53663610,大里仁化分公司,臺中市大里區仁化路500號,1,1020107,1030611
816,16740494,全聯實業股份有限公司,53663864,新莊龍安分公司,新北市新莊區中正路893巷2-1號,1,1020110,       
817,16740494,全聯實業股份有限公司,53665096,台中北屯二分公司,臺中市北屯區北屯路417、417-1號,1,1020131,1040417
818,16740494,全聯實業股份有限公司,53665103,大溪僑愛分公司,桃園市大溪區介壽路108號,1,1020131,1040420
819,16740494,全聯實業股份有限公司,53665130,霧峰中正分公司,臺中市霧峰區中正路1119號,1,1020201,1020729
820,16740494,全聯實業股份有限公司,53665407,大林忠孝分公司,嘉義縣大林鎮西林里2鄰忠孝路596號及祥和路268號,1,1020205,1050527
821,16740494,全聯實業股份有限公司,53665639,龜山文化分公司,桃園市龜山區復興二路3號,1,1020208,1040305
822,16740494,全聯實業股份有限公司,53667398,雲林大埤分公司,雲林縣大埤鄉中正路27號,1,1020322,1080610
823,16740494,全聯實業股份有限公司,53667518,高雄鼎力分公司,高雄市三民區鼎力路243號,1,1020325,1070606
824,16740494,全聯實業股份有限公司,53668093,新社中和分公司,臺中市新社區中正里中和街5段13號,1,1020401,1100505
825,16740494,全聯實業股份有限公司,53668170,觀音大觀分公司,桃園市觀音區大觀路2段151號,1,1020402,1070709
