id,公司統一編號,公司名稱,分公司統一編號,分公司名稱,分公司地址,分公司狀態,分公司核准設立日期,分公司最後核准變更日期,Address,Response_Address,Response_X,Response_Y,縣市,商店名稱
16754,23060248,全家便利商店股份有限公司,90886000,新北市第一○三三分公司,新北市樹林區三多里三俊街112號,1,1100427,       ,新北市樹林區三多里三俊街112號,新北市樹林區三多里20鄰三俊街112號,291898.268,2767546.14,新北市,全家
16755,23060248,全家便利商店股份有限公司,90886022,新北市第一○三一分公司,新北市淡水區文化里真理街2之1號,1,1100427,       ,新北市淡水區文化里真理街2之1號,新北市淡水區文化里6鄰真理街2之1號,294208.63,2785017.276,新北市,全家
16756,23060248,全家便利商店股份有限公司,90886037,台南市第二七三分公司,臺南市麻豆區新興里興民街6號、8號,1,1100427,       ,臺南市麻豆區新興里興民街6號、8號,臺南市麻豆區新興里9鄰興民街6號,172800.78,2564948.06,臺南市,全家
16757,23060248,全家便利商店股份有限公司,90886233,新北市第一○三四分公司,新北市淡水區大庄里沙崙路一段108號、110號,1,1100503,       ,新北市淡水區大庄里沙崙路一段108號、110號,新北市淡水區大庄里11鄰沙崙路一段108號,293355.017,2786723.058,新北市,全家
16758,23060248,全家便利商店股份有限公司,90890567,新北市第一○二九分公司,新北市新莊區立德里中華路一段67號、69號1樓,1,1100415,       ,新北市新莊區立德里中華路一段67號、69號1樓,新北市新莊區立德里1鄰中華路一段67號,295626.299,2770252.799,新北市,全家
16759,23060248,全家便利商店股份有限公司,90890665,桃園市第四六一分公司,桃園市蘆竹區蘆竹里南崁路二段478號、480號1樓,1,1100415,       ,桃園市蘆竹區蘆竹里南崁路二段478號、480號1樓,桃園市蘆竹區蘆竹里2鄰南崁路二段478號,276923.229,2772756.009,桃園市,全家
16760,23060248,全家便利商店股份有限公司,90890671,連江縣第二分公司,連江縣南竿鄉清水村112號、117號1樓,1,1100415,       ,連江縣南竿鄉清水村112號、117號1樓,連江縣南竿鄉清水村7鄰112號,143813.95,2893907.017,連江縣,全家
16761,23060248,全家便利商店股份有限公司,90890686,台北市第七二○分公司,臺北市中正區網溪里廈門街113巷17號1樓,1,1100416,       ,臺北市中正區網溪里廈門街113巷17號1樓,臺北市中正區網溪里23鄰?門街113巷17號,302391.038,2768478.046,臺北市,全家
16762,23060248,全家便利商店股份有限公司,90890813,新北市第一○三○分公司,新北市新莊區思源里明中街18號、20號1樓,1,1100419,       ,新北市新莊區思源里明中街18號、20號1樓,新北市新莊區思源里4鄰明中街18號,296163.37,2770218.822,新北市,全家
16763,23060248,全家便利商店股份有限公司,90890834,高雄市第四○三分公司,高雄市大寮區上寮里大寮路961號,1,1100419,       ,高雄市大寮區上寮里大寮路961號,高雄市大寮區上寮里18鄰大寮路961號,190558.079,2499238.08,高雄市,全家
